nhẹ tễnh
thui lợn
chấp niệm
hít đất
tết tóc
nghệ danh
lội sình
lội ngược
đá chẻ
nâu tối
tạo nét
nâu sáng
giữa tuần
không quên
dong buồm
thai non
thai đôi
sơn hoả
trong phòng
mã đáo
nổ ra
khói bụi
chất thơ
hộp đựng
địch nổi
ảo diệu
ba mẹ
chơi đá
ngoài kia
trứng chiên
vịt đồng
thế thiên
chia đất
liễu diệp
chia bánh
liễu yếu
thức thần
rượu vodka
rượu ngoại
thần sầu
giải khác
nụ hồng
phố nhỏ
cướp của
cày xu
truyền tay
ơn giời
truyền lời
xuống hang
nhi xinh
xuống phố
xuống lầu
ống thép
xúp lơ
rớt hạng
rớt rụng
xúp thịt
ngầm định
cho đỡ
cho dễ
chân ái
ngục giam
tụ lại
đun nước
đun nóng
đun sôi
khí lưu
đun đun
vang xa
mìn nổ
để đồ
mìn bẫy
mìn chôn
nhỡ đâu
nhỡ có
tắm trắng
gội đầu
ghế nhựa
ghế gỗ
đe sắt
rít gào
rít thuốc
rít lên
mép rừng
hoài linh
rìa đảo
hố nước
lửa giận
điêu tán
mành lưới
mành tre
đúc khuôn
đúc tượng
đúc lại
cuồng yêu
lành lại
dựng rạp
phiếu mua
phiếu xuất
phiếu nhập
phiếu chi
lót dép
đình làng
lót dày
lót giày
lót giầy
đình miếu
nhạn môn
nhạn bay
chanh leo
om ấp
rền vang
rền sấm
tước quyền
chất tan
đá bào
thông cống
dịp khác
dịp về
người câm
khớp nối
khớp lệnh
ức gà
đỏ choét
đoạt lợi
đoạt lại
đoạt hồn
xóm nhỏ
xóm đêm
hơi rượu
vá áo
vá túi
mắt hí
quả thị
các loại
sen trắng
võng du
võng xếp
em xin
em yêu
song sát
tiếng yêu
đạt được
thuê xe
thuê nhà
ngồi bẹp
rén ngang
mít thái
mít non
móc phơi
khóa cổ
giờ mão
lết đi
lết tới
đai đen
lết về
ống kèn
tướng pháp
loá sáng
thần giao
thần cách
điểm thấp
lông bò
lược ngà
mùa nồm
xoáy vòng
xoáy tóc
xoáy nước
ngừa dại
đếm bước
đếm nhịp
đếm lượt
sả hấp
ảnh vật
hậu nhân
chặt gà
chặt chém
chặt đầu
tánh tình
tánh mạng
rén chút
tánh giác
rén tay
ngớt mưa
vị ngọt
ếch ộp
ếch xào
ếch chiên
hạng ba
hạng nhì
vọt lẹ
chiu liu
chiêu trò
thang trời
thang tre
thỏ ngọc
chuột nhắc
thỏ con
thang treo
da trâu
da gấu
túi da
ngửa người
ngửa lên
cứng ngắt
ngửa mặt
ngửa cổ
chít hẹp
choàng tỉnh
choàng tay
điểm toán
lường trước
tàn tro
khói bếp
khói thuốc
đạo môn
dưỡng ẩm
rén rén
dưỡng trắng
nhái con
ván game
hùm xám
phương xa
dải lụa
dải băng
dải màu
túi rách
già gân
già dơ
chéo nhau
nam thanh
chéo cánh
giá trọ
bỏng nặng
trăng rầm
chọn cho
rang đậu
khí lạnh
khí trường
cựa gỗ
lửa xanh
lượng nhiệt
thi toán
rang me
rang chín
thụt thò
thụt vào
nhủ nhau
ăn đập
dự giờ
bổn toạ
lõm vào
hoả diệm
ngộ ra
rít hơi
nhỡ may
ngủ trễ
ngủ muộn
nhà dân
chân giường
đôn bản
nghĩa đô
miếng dán
miếng lót
tung hoa
tung cánh
giáp ngọ
giáp sắt
chỗ cũ
kệ tủ
không công
ngoài đó
bom tấn
bom mìn
cán mỏng
dáng hình
miệng người
ngại gì
mực đen
mực tím
xúp bơ
xúp đậu
ngàn đồng
thi chạy
múa lửa
múa hát
rắc muối
múa kiếm
thun lạnh
ối bì
xăm trổ
xăm hình
thun gân
thái ớt
thâu đêm
chất đầy
cày xới
gái rượu
lồng chim
lồng sắt
cánh gãy
cánh cổng
cánh cụt
én bay
kệ gỗ
kệ sắt
lượng vàng
thịt thối
nái heo
nái lợn
van xe
thăm nhà
thăm quê
trân quý
nhiều sức
hôn nhau
hôn môi
hôn em
bô xe
cẩu tháp
đòng đưa
bầy chim
thả rông
trưởng bối
đưa thư
nhào bột
ức nghẹn
tạng tì
voi xanh
ghế đá
voi mẹ
đần mặt
cạch mặt
hoãn xử
hoãn trận
rơm vàng
rơm lúa
vãi chưởng
vãi thóc
nữ tu
lửng lờ
chiếc lược
râu xanh
sống vinh
râu dài
ruột gối
râu rồng
phụ hồ
cầm dao
lớt cớc
hồn sư
lớt cớt
cốc sứ
cốc lọc
cốc thủy
cốc đầu
trúc đen
bày binh
khúc sông
hết hàng
ăn nhiều
kiếm đạo
phận gái
lượt tiếp
lượt xem
lượt này
lượt chơi
lượt đổ
vật ngã
lượt bỏ
lơi ra
quỷ dữ
lượt lượt
quỷ lửa
bố đời
quỷ vương
nhám da
cơm ngon
lòng bò
hạt táo
cuội già
màng mỏng
phí lời
sảnh lớn
độn cơm
điền số
cốc đá
điền chữ
long trảo
long hải
hóa hình
lão đại
bính ngọ
bính âm
bính thân
bính mùi
bính dần
hơi say
cốc bia
cốc giấy
tiếng hát
hoa dại
hoa tươi
sen kép
hoa cỏ
cả tỷ
ổi hồng
phê pha
bùng tiền
gạt mưa
phần thi
không khó
cạp chun
cạp cao
đùi to
đùi gà
xì tiền
kém hơn
ngấm nước
đâu ra
cất đồ
lượt quay
xoi lỗ
nam chính
bảy tám
trị dân
bảy tuần
lông tóc
giá đỡ
ống đũa
nam bắc
đình bảng
xoan trà
gỗ quý
gỗ mục
chiên rán
chiên đàn
tỉa cây
tỉa tóc
gội trôi
trừ lương
cận tết
nhập mã
thịt mỡ
diên niên
bồng con
duyệt đơn
duyệt ảnh
bính tý
đo độ
đùa chút
đùa thôi
đệm giày
đệm hơi
bắt bài
gỗ ép
gỗ lũa
bính thìn
phẩm màu
ấy vậy
dê non
độ tuổi
ngang cơ
sách thánh
mõ tre
xốp mềm
mõ gỗ
học nghề
bằng tuổi
khuyên tai
tái chín
xài hàng
dò đường
phạt nặng
nổi mẩn
cọp con
cọp beo
cọp hổ
cọp cái
cánh bướm
cọp dữ
mưu sâu
cọp vồ
lui về
phượng vũ
cọp cha
cọp mẹ
nếp gấp
chặt bỏ
âu ấu
qua ải
lót xe
cách tính
xéo xắt
quán bia
ngô nướng
mép áo
ngô sợi
mép ngoài
mép biên
xạc điện
mò ốc
diệt tộc
hãm trà
tu tâm
tu la
tỏi nướng
sướng quá
sướng rên
căng cơ
căng cứng
căng da
xài hết
mây trời
lam lục
phật đạo
nhựa epoxy
nhựa pvc
nhựa cây
nhựa dẻo
thành toàn
loạn thế
riết quen
riết rồi
lóc vảy
nháy chuột
nháy nút
nháy đèn
kép phụ
đi phà
tứ ca
làm lố
kình lực
cục đất
xiếc hề
xiếc rong
trăng rọi
hở miệng
nhiều nước
quỷ cái
quỷ đỏ
lá me
lá tràm
nhang muỗi
nhang hương
nhang đèn
nhang sáp
nhang thơm
dầm mưa
mạng yếu
dịu nhẹ
bỏ con
canh củ
mị hoặc
đan rổ
đan tơ
nhác làm
khòm lưng
ngầm mạch
ngầm nước
hướng đông
con cỏn
cút xéo
môn hộ
cút lộn
chi mô
lại đến
phôi phai
đi đám
đi phượt
sực mùi
tre xanh
đẩy về
sơn bóng
tạ nặng
ngắt rau
đỗ xe
lập dàn
cuồng mê
đổng sự
tiễn vong
lượt tải
tiền đâu
tiền đô
tướng người
tiền mới
đầu xỏ
ray tàu
mãn nhãn
ray trượt
nhủ lòng
ray bna
ray ban
nhủ rằng
tắc đường
lạt tre
gọt sẵn
đài phun
dội nước
ra đường
ngạo thiên
bọc lấy
bọc kín
bọc vở
bọc sách
bọc răng
bọc thép
tình tan
cối đá
cháo lưỡi
cháo trắng
cháo gà
cháo thịt
rìa đường
rìa bờ
rìa sông
rìa làng
rìa sát
đản sanh
mép viền
nệm êm
nệm bông
đản quan
hai năm
bé xíu
mỡ máu
khí tức
lốt người
với ai
áo đỏ
thun quần
đạo quả
xám nhạt
dẻo quánh
quẹo quẹo
quẹo lựa
đất trời
bạo dâm
chuối chín
phá dỡ
quai dép
điền từ
cốc nhựa
lối về
lối xưa
thầm thương
mật ngọt
đùi heo
xỉu xỉu
ruồi bâu
xỉu mất
xỉu chủ
xị gụ
hoá đá
giảng bài
ngọc quý
trường lớp
sắt thô
đảo đều
đảo nhỏ
đảo xa
xỉu ìu
khấu hai
xóm nhà
xóm quê
mép vực
mép bờ
giềng gần
đảo lại
tình ta
ngồi thẳng
nuôi chó
sồi non
ảnh minh
ảnh mạng
dạy thêm
tạng cây
xỉu xăm
rú hét
tạng vật
rú ga
tạng tây
tạng xuất
tạng xe
tạng dái
rú rít
phủ nano
phủ thuốc
đường truyền
gió biển
gió đêm
cày ruộng
cày chay
hợp cạ
lô gia
lô hàng
lô đất
cốt lết
long đao
suối trúc
lõi từ
mẫu mới
móc cống
khè lửa
kép lệch
thun giãn
bay vút
dự tiệc
sống lỗi
hè đến
trúc xinh
hè qua
trúc diệp
cơm thố
lưới rách
thép nung
gang gang
phi dao
trứng luộc
trứng rán
mi giả
thối um
độ chế
đảo rồng
đà đà
chanh ta
học toán
hành hẹ
vở vẽ
thoảng hương
ủi là
ủi phẳng
ủi đồ
dao cùn
nổ bùm
ủi hơi
chuyện vui
nổ kèo
chuyện ma
ủi bằng
nổ pháo
ủi nhiệt
ủi nền
ủi đất
mìn mịn
ló đầu
nhớt nháp
phủ bạt
lớn xác
hạch hách
toi đời
nhà chòi
hết chuyện
canh cá
canh rau
phước lộc
giấu kĩ
tì lên
chơi trò
trụi lông
gia thụy
lời hay
chơi dơ
trôi nước
trôi xa
tổ đội
huyết tươi
máu tươi
lửa rực
thoại từ
thoại viên
nai tơ
ngã xe
chỉ chỏ
chỉ may
bay bay
em ơi
bay tới
em chả
em chã
bi sắt
da heo
cục kẹo
thui bê
thui sống
nong sâu
lời hát
chuyện đời
tăm nước
tăm xỉa
đùi tỏi
hám tiền
hám sắc
nhện xanh
tập bở
mồm hôi
nặn ra
lát gạch
loẹt toẹt
loẹt choẹt
nữa gặp
loẹt xoẹt
sâu hút
vét kênh
mắt miệng
thừa cân
đủ kiểu
học hoá
tập gym
câm điếc
vỉ kẹo
vỉ nướng
vỉ thuốc
ruồi bu
ắng ẳng
ruồi đen
bò lết
cuộn chỉ
cuộn cơm
các bé
các thứ
mạc ngôn
treo dây
cu cúc
độ phân
mai này
nhà bên
cát đá
đà nhảy
lộc đỉnh
lá thu
lá rơi
giúp người
đỡ hơn
nạn dịch
đỡ rồi
đỡ bệnh
đỡ mệt
đỡ được
đòn roi
đòn tạ
đòn đánh
vác dao
vác theo
nói nhanh
điểu thú
hồ dán
soạn văn
quát nạt
đánh xèng
đánh phỏm
mãi mới
chi rứa
liễu giai
đất phèn
hộp sữa
me đất
lá cành
lá cỏ
lá thuốc
lá tre
lá bèo
thức trắng
cơm sườn
cơm cá
cơm thiu
nhà em
gan mật
kèn tây
trống kèn
đáp lời
án tù
lưng người
báo án
đủ tốt
đủ duyên
lụt nghề
ông giáo
cường giả
mị thuật
nghiệp quả
mũi tàu
khoan đục
nhận chức
nái nọc
tít tít
tít còi
hoạt náo
mẫu hình
mẫu nhí
mùng mền
xốp giòn
xốp phồng
xốp dẻo
xốp dính
xốp mới
xốp nhẹ
xốp nhựa
quàng khăn
việc thiện
rủa xả
rủa người
chủ tử
chủ tớ
cây thông
tay móc
đãi gạo
trai bao
men gốm
men lì
nang tóc
cửa gió
lông nhím
giả trân
nhi tử
đập nước
bàn tiệc
nỉ nhung
chì kẻ
chì vôi
đậy kín
nắp nồi
quả ngọt
quả cam
quả quýt
quả sấu
trượt ngang
nhặt bóng
nhặt lên
nhặt được
mỏ quặng
độc hành
đồ đẹp
lọc đồ
kí tá
tô cơm
chuyện cũ
chuyện kể
giỡn hớt
về trường
chuyện nhà
chơi thân
giỡn vui
nhả đồ
nhả ra
nhả đạn
tay người
cộm mắt
viên sủi
tích nước
chia đôi
cắt lìa
cắt phăng
chồng giấy
ềnh ệnh
ềnh ra
mướn người
chó nhà
cúm mùa
độn cằm
súng phun
tây tây
phủ phấn
phủ khăn
phủ bao
phở trộn
đai quần
khối trụ
rìa xóm
bớt lại
đường mía
cương dương
vòng xoáy
nhím gai
nhím sống
nhím rừng
nhím con
phách tán
nhung nhớ
định quán
lụa gấm
lụa nhung
lụa vân
lụa trắng
hồ gươm
nước đục
trạch nam
trường lực
quần dài
trạm gác
ông cố
keo dán
keo sữa
bùng lửa
nhô lên
đẩu ngưu
đẩu tinh
thiếp sợ
giặc pháp
long tộc
mì khô
mì tôm
mì nước
mì bò
khổ dâm
thượng tôn
lợn cái
ga tàu
ga giường
đẩu vân
công thụ
công công
ống tre
kiến nghiệp
tải game
trọng kích
lượt like
lượt share
lượt thích
du thiên
quàng cổ
báo hồng
kho lúa
kho gạo
lô đỉnh
tăng ca
nhài thơm
nghệ an
bám váy
quan huyện
đạt chuẩn
loại ruốc
ảnh cũ
pháp thiên
xẩm tối
sách truyện
sách cổ
me ngọt
lá chuối
gỗ thông
ngã ngựa
ngửa bụng
nhiêu đó
dĩ an
lì đòn
duyệt bài
kịch khung
thánh phật
cao tít
dễ ẹc
tẩy da
màng co
mỡ trăn
lam trạm
lụt bão
lội mương
nhót ngọt
suối chảy
nhót xanh
suối lệ
nhót chín
suối mát
suối tóc
bùn khoáng
suối rừng
rãnh thoát
rãnh sâu
rãnh cười
xuống trước
huynh đài
kê đệm
bái sư
bái lạy
màng cửa
liệt tay
rãnh cống
báo đen
hằn in
hằn sâu
hằn vết
vật tay
trộn cơm
trộn mì
trộn rộn
trộn đều
mắt lợn
mắt trâu
mắt rồng
giựt túi
giựt quà
vắt kiệt
các miền
lưỡi heo
hương thầm
cây bàng
tre già
tre làng
nứa non
nứa rừng
lặn biển
lặn tăm
bùn sen
nứa xanh
bùn tanh
nứa khô
bùn hôi
sông cả
khoá từ
dự lễ
tuổi nhỏ
góc nhìn
hàng ngang
the mát
the thẻ
người sống
miệng rộng
ra bã
chân bước
đầu ti
ngắm bắn
ngắm nhìn
thích ca
nên duyên
hiểu nhầm
cái quạt
húp súp
kiềng vàng
dầm cầu
vập vào
rãnh nước
queo queo
khơi xa
cán người
đội mũ
đức mọn
chuyền banh
xanh ngát
nhắc bài
tội tày
cái lốp
cái cặp
độ máy
bang hội
xoài non
xoài chua
xoài xanh
cắt lát
trang sách
hàng cấm
tin tốt
giựt gân
mắt tròn
vía vàng
lục lạp
đẩy ra
miệng hến
miệng ngậm
phú thọ
khí oxi
bông gạc
học thuộc
viên kẽm
chức quan
điện cảm
thìa gỗ
đỏ mắt
cực đông
sánh đặc
ngắt chuỗi
ngắt cành
ngắt hết
năm trăm
lực đẩy
độ lạnh
lệnh nã
nhọt độc
tải lại
nát tan
ngụp sâu
ngụp mặt
ngụp nước
hồi máu
váy lụa
xuân diệu
váy dài
quắp tay
quắp chân
đuôi chó
đuôi ngựa
đuôi heo
má phải
tốc biến
mới keng
kết bài
cờ đỏ
tháng mới
váy cưới
gái sắc
bọc rác
bọc lại
miệng mép
nịt bụng
mai mới
nịt chặt
tranh đồng
xếp gạch
mút mùa
loe ngoe
chàm quạp
loe lóe
chàm nhuộm
liệu liệu
soạn đồ
phu tư
nhận thưởng
miệng núi
trưa hè
trưa nắng
phi tỏi
giang hải
tiệm tóc
phi thơm
ấy mà
mồi ngon
đan dược
tua nhanh
thị tẩm
tề thiên
gạo thóc
đuôi cá
lớp vỏ
đèn sáng
gái nhỏ
gái lớn
vút nhọn
vút qua
nhất kích
điểu tước
nhất nhật
nước đi
cái bóng
đúc vàng
buồm xuôi
hột lựu
cộng trừ
chổi lau
cộng lại
nuôi nhốt
liên khúc
mìn lá
khớp tay
mìn mò
khớp háng
khớp vai
khớp cầu
khớp quay
khớp động
khớp khớp
cao cao
giũa kìm
giũa cưa
hội khỏe
thảo mộ
suốt sáng
lăn tròn
cờ mù
mề đen
mề đỏ
mẫu nhi
cát trắng
cát lát
cát mịn
cát ấm
phim hay
phim mới
tính linh
giờ vàng
bèo bẹt
huyệt vị
nhạc nền
võ đạo
hạng cân
giáng thần
mình dây
dê con
non hơi
non xanh
nhà mới
ván gỗ
ván ngang
ván bài
ván trượt
mực khô
hoa đẹp
ván sắt
ván thép
khẩu xà
quả mít
la thành
nhân tướng
chơi xe
binh tốt
cười nói
cười khểnh
cười tươi
cười to
cháy bừng
hặc hặc
chục nghìn
chục trứng
phấn trắng
cán tôn
cán thép
khí thở
vỏ bọc
vào việc
môn đăng
lên đàng
phù đổng
toa tàu
vị nhạt
thú nhân
lúa chín
giắt vào
súng ngắm
chạy chỗ
vào rừng
điểm thi
dự hội
màu hồng
màu vẽ
yếu nhớt
bên tai
kề vai
kề bên
kề bù
bính tuất
kề cạnh
bính sửu
xuống núi
tiêu đen
dân ta
lũy tre
nhật tân
dưới thấp
dưới hiên
dưới cây
tôn giả
rồng bay
pi ti
cung khủ
ai ơi
cừu sát
nào phải
nào nữa
ghép phim
ghép mắt
ghép tranh
khúc xương
cây đuốc
mộng đẹp
xấp ngửa
sục khí
sục sục
lê chín
hình xăm
lõi đồng
lõi gỗ
lõi pin
tủy xương
tằn tằn
đạn nỏ
treo lên
ghét đắng
kẽ môi
kẽ tay
ngực hở
kiềng cổ
ngực nhỏ
chảo gang
cán bẹp
chế cháo
mướn đồ
lối riêng
phở gà
phở bò
bụi cỏ
người lùn
đoàn binh
tiên cá
vía bà
trứng cút
lừa tình
nặn bột
mậu thân
mậu ngọ
chiều gió
chít bông
quàng quanh
quạc vịt
mồm nhỏ
mép cửa
bạc xỉu
cảng biển
địa đàng
cảng sông
cỏ lá
gái ngành
thằng điên
kiềng kiềng
tỷ đô
tỷ tỷ
ngát hương
sếp tổng
tủa ra
tủa khắp
tủa tủa
nỡ bỏ
nỡ để
đỏ chét
dám chối
dám nghĩ
dám nói
dám làm
nang mực
dám nhận
lốt rắn
thiện lành
số sáu
xuống hòm
ngựa bà
nang thận
cam vắt
mặt xinh
nước xanh
nước mát
táng phí
hùm hum
tỳ tỳ
ớt cay
mệnh hoả
như như
bấy nhầy
sút bóng
mặt tối
lãi nặng
sếp lớn
cướp đồ
cướp vàng
cướp sắc
lùi sau
lùi sâu
lụi tàn
ngày mưa
lăn ra
vú heo
lăn bột
bóc quà
lụi bại
bóc phốt
não to
sãi tay
não nhỏ
hang núi
nhẵn mịn
què cụt
trái chuối
thuê đất
thép giòn
thuê thêm
pháp thư
thép mạ
thuê chỗ
thép việt
thuê thuyền
thuê căn
nở mày
sủa to
trong mắt
phèn cát
miệng bự
dẹp nhà
đệm gối
đệm nằm
ngói lợp
ngói âm
thử đồ
thử việc
dài hơn
thằng nhãi
clo hoá
trừ điểm
xì dách
đớt lưỡi
đâm theo
tả lại
thiện nữ
phần lõi
phần chín
lược vàng
cây chè
vú nuôi
mươi năm
mươi mươi
mươi ngày
mươi đồng
mươi người
mươi hôm
mươi bảy
mươi mười
mươi ba
mươi mốt
gan thận
giải rượu
cao ngút
bem bẻm
mụn ẩn
khiết bạch
khiết tịnh
kèo thua
kèo solo
kèo thơm
kèo thối
vịt đực
vịt lộn
giãn cơ
nhọt nách
giãn gân
rộ hoa
điệu múa
chung trọ
mướt rượt
cuộn trào
khúc hát
bia mộ
men giấm
dán keo
dán nhãn
ngậm thuốc
ơn tình
cầm lửa
sáu bảy
sáu tuổi
sáu năm
trẻ khỏe
người tốt
gọt táo
lửa rừng
gọt hàm
kỳ này
ngoắt tay
ngoắt đuôi
ngoắt lại
ngoắt sang
ngoắt qua
bón cơm
hoả mộc
phi xe
lốt trận
lốt cây
lốt thú
học văn
giỏi hơn
giỏi quá
lốt xông
lắm lúc
đuổi đánh
đĩ the
đĩ hát
đĩ nghỉ
lốt vỏ
tính ra
heo đen
heo rừng
còn thở
heo mọi
cấy trồng
cấy gen
cấy lúa
áo rách
bước tiếp
từ thứ
giỗ tổ
chào bác
con sếu
con sâu
con nhện
hạt bí
việc khó
giả thật
phướn vải
phướn hoa
phướn tang
lọng bọng
hơi khói
hơi thuốc
rang xay
gạch ốp
gạch xây
gạch cua
sang chảnh
tay đấm
tay câu
hơ nóng
nghề mộc
dị hợp
dị tử
tát mương
kiếng chiếu
kiếng xe
kiếng cận
chép bài
chép phạt
chép lại
mút tay
mút sâu
mút kem
mút môi
mút lưỡi
mút sạch
nha trang
ông thầy
ông đồ
ông quan
cảng cá
khảm ngọc
bánh kép
gác lại
sáu tháng
đào ngọt
làng cổ
dương hoá
trai trán
bọc ối
bọc đồ
chừng chừng
bọc bao
dong dong
gạch tôm
chéo chân
xuống thuyền
xuống chợ
dưới tầng
hổ gào
giả nai
trơn trượt
thùng phi
thùng gỗ
nghêu nghêu
bịch bánh
bịch miệng
mùa lũ
tắm bồn
miệng cống
miệng cười
dã tính
dã gạo
chát quá
dưới cùng
cản trước
cản lực
loét giác
bà cố
nạt em
lượng tấn
con rắn
má nó
trượt dài
trượt ngã
nhị đầu
nhị đệ
nhị lang
giải toán
bò nướng
bò tái
dưới bàn
lan phương
cóc ghẻ
trại hòm
thu vé
dính tường
dính bẩn
cơm gà
kinh văn
rợ hung
đường đá
là ngày
rợ man
háy háy
khoản nợ
khoản này
khoản phí
khoản đặt
khoản chi
thuê trọ
thuê phòng
đáp đất
nghê đá
nghê nghê
xuyên đêm
xuyên thủng
lượt nghe
sống thử
bày cỗ
tân đế
sầu tím
sầu lẻ
định thân
rẽ sóng
chàng đẹp
rẽ hàng
rẽ khối
rẽ rẽ
rẽ xuống
rẽ tóc
rẽ nganh
nhau nhãu
gỗ hương
gỗ môc
gỗ cứng
gỗ nhựa
xoáy lốc
sên trần
sên sến
sên sên
sên biển
miệng thỏ
lưỡi cưa
đài truyền
thiến sót
thiến gà
thiến lợn
đu dây
trường tư
đường ngọt
hoá thần
đảo chìm
hoá ma
hóa thú
rồ máy
lệ sầu
mã morse
khao tiệc
đệm phím
đệm ghế
nam hán
đệm từ
nam định
đoàn ca
cỡn lên
nhỏ gọn
nhỏ lớn
đỏ đỏ
đỏ thẳm
miếng bánh
dột mái
thông não
cóc thèm
dột gỗ
kị húy
kị giỗ
dùng tay
quân doanh
hội an
họp bàn
trực ca
diễn xiếc
hùm dữ
hùm gầm
phẩm nhuộm
tết này
tết âm
chì sáp
xóm chài
tết tết
tết vui
xóm mới
thu vốn
nghếch mặt
ra nhựa
lâm đồng
phích cắm
chiếu cũ
móng heo
sủa gâu
sủa nè
quán hát
miệng chai
sông biển
thố tài
thố gỗ
me ngâm
dưới hòm
nổ banh
lối chơi
bị tát
trọng sinh
lòng đắng
lê ngọt
bạch lão
mưa to
mẹ hiền
dạn tay
đã quá
đã thật
rát da
khoản vay
ngòi đạn
lửa mạnh
ngô mỹ
ngô sống
ngô xào
ngô bơ
tép ruốc
tép tỏi
cày đất
cày tiền
cày mãi
cày được
tản nhiệt
tạo phản
mũi to
mũi heo
quắc tay
nợ công
cỏ mềm
véo mũi
lược tròn
lược gỗ
vở sạch
vở nháp
chất vải
cái tay
cái kia
cứ bảo
cốm xào
cốm dẻo
dĩ hoà
bịch bông
bịch sữa
hậu kỳ
ơn gọi
cốm gạo
sáu ngày
trọc đầu
cày game
ngựa phi
bố con
buốt lạnh
buốt da
thắng kiện
trà đá
nam thần
rít rít
nhuyễn mịn
áo yếm
bẻ củi
gãy tay
người nhện
qua đò
luỹ tre
tách trà
cưới chồng
gióng hàng
gióng trống
dòng máy
lượm nhặt
lượm tiền
nỗi buồn
gỗ trầm
gỗ gụ
viên uống
câu dẫn
hoa biếc
óc lợn
dạng tay
óc khỉ
dạng ra
nái xề
vọng động
đài báo
cháy hàng
đáp trả
ngộ đời
băng tan
băng đá
rắc bột
mời tiệc
mời vào
điện nước
giao đồ
bầu già
tro cốt
tâm an
mười một
voi vạc
lưỡi người
xó chợ
liềm trăng
liềm liềm
thuyền đắm
ngang tài
cóc ổi
cóc trời
vơi đi
tạo phòng
thoại ngu
